Rm	Date	Read1	Read2	Read3	MEAN
164	40149	0	0	0	0
147A	40149	18	13	35	22
147A	40149	166	219	138	174
130	40150	143	35	15	64
131	40150	68	94	84	82
131	40150	41	89	264	131
134	40150	67	34	18	40
135	40150	44	40	93	59
135	40150	58	37	72	56
135	40150	16	8	36	20
153	40150	57	90	56	68
153	40150	42	61	241	115
153	40150	3	2	4	3
154	40150	530	124	172	275
147A	40150	34	61	82	59
128	40151	125	169	173	156
129	40151	842	409	286	512
129	40151	1451	823	616	963
129	40151	183	107	109	133
134	40151	162	94	47	101
135	40151	22	11	35	23
135	40151	36	31	22	30
135	40151	95	21	17	44
143	40151	15	16	135	55
145	40151	25	5	23	18
152	40151	246	37	17	100
156	40151	23	13	22	19
156	40151	3	8	43	18
157	40151	12	59	19	30
159	40151	299	110	2	137
159	40151	0	0	45	15
164	40151	0	0	0	0
165	40151	0	0	0	0
128	40154	535	63	30	209
129	40154	36	258	39	111
129	40154	81	60	34	58
129	40154	15	343	525	294
134	40154	48	21	24	31
135	40154	42	25	4	24
135	40154	7	6	3	5
135	40154	16	5	2	8
157	40154	127	27	49	68
159	40154	9	4	3	5
159	40154	35	9	5	16
164	40154	0	0	0	0
165	40154	0	0	0	0
130	40156	47	39	17	34
131	40156	9	9	27	15
131	40156	44	459	79	194
131	40156	44	28	47	40
143	40156	78	14	4	32
145	40156	205	83	47	112
152	40156	104	67	149	107
156	40156	37	75	32	48
156	40156	16	77	44	46
126	40157	234	119	272	208
127	40157	87	9	43	46
127	40157	36	17	21	25
127	40157	4	4	5	4
128	40157	216	113	93	141
129	40157	472	297	190	320
129	40157	131	116	66	104
129	40157	177	227	91	165
132	40157	222	82	122	142
133	40157	152	46	20	73
133	40157	34	15	15	21
133	40157	35	15	24	25
153	40157	60	268	81	136
153	40157	46	28	34	36
153	40157	161	75	49	95
154	40157	16	14	9	13
130	40158	69	14	10	31
131	40158	25	27	49	34
131	40158	6	2	3	4
131	40158	4	10	3	6
134	40158	68	38	64	57
135	40158	16	22	5	14
135	40158	36	17	93	49
135	40158	22	16	2	13
143	40158	4687	6242	2588	4506
145	40158	86	65	41	64
152	40158	152	50	23	75
156	40158	6	0	0	2
156	40158	1	2	0	1
164	40158	0	0	0	0
164	40158	0	0	0	0
165	40158	1	0	0	0
165	40158	0	0	0	0
147A	40158	16	10	1	9
147A	40158	387	224	117	243
130	40161	159	75	72	102
131	40161	281	194	109	195
131	40161	134	62	47	81
131	40161	251	245	129	208
134	40161	302	183	128	204
135	40161	28	3	59	30
135	40161	40	18	28	29
135	40161	21	20	7	16
152	40161	489	128	65	227
156	40161	12	12	50	25
156	40161	424	259	228	304
147A	40161	93	113	92	99
147A	40161	152	92	29	91
128	40162	185	130	69	128
129	40162	222	125	107	151
129	40162	101	48	20	56
129	40162	96	10	12	39
134	40162	128	49	32	70
135	40162	48	243	218	170
135	40162	32	37	22	30
135	40162	127	42	29	66
143	40162	119	35	43	66
145	40162	280	158	38	159
157	40162	110	11	1	41
159	40162	1	2	2	2
159	40162	5	2	0	2
132	40163	39	81	51	57
133	40163	16	55	11	27
133	40163	610	571	373	518
133	40163	149	49	19	72
153	40163	55	18	8	27
153	40163	42	11	6	20
153	40163	25	28	33	29
154	40163	224	181	45	150
157	40163	33	16	88	46
159	40163	173	15	4	64
159	40163	1	0	0	0
165	40163	0	0	1	0
165	40163	0	0	0	0
147A	40163	61	26	15	34
147A	40163	28	27	32	29
143	40164	5	0	0	2
145	40164	29	10	4	14
128	40165	454	359	193	335
129	40165	906	804	791	834
129	40165	4767	5362	3221	4450
129	40165	2741	2811	2907	2820
132	40165	343	165	133	214
133	40165	71	59	300	143
133	40165	300	168	104	191
133	40165	36	79	71	62
153	40165	99	84	32	72
153	40165	12	16	22	17
153	40165	17	64	34	38
154	40165	144	66	44	85
164	40165	279	52	49	127
165	40165	0	0	0	0
132	40168	20	72	17	36
133	40168	64	93	52	70
133	40168	96	21	3	40
133	40168	14	190	111	105
143	40168	75	118	144	112
145	40168	147	33	26	69
126	40169	400	311	196	302
127	40169	7	1	2	3
127	40169	1	2	0	1
127	40169	31	19	17	22
130	40169	83	48	17	49
131	40169	22	13	16	17
131	40169	172	498	492	387
131	40169	171	28	24	74
134	40169	30	24	22	25
135	40169	18	11	11	13
135	40169	28	33	17	26
135	40169	20	20	12	17
143	40169	1143	107	21	424
145	40169	113	89	176	126
164	40169	0	0	0	0
165	40169	0	0	0	0
128	40170	98	135	65	99
129	40170	40	224	70	111
129	40170	149	110	369	209
129	40170	88	186	272	182
157	40170	95	122	48	88
159	40170	29	144	10	61
159	40170	30	1	10	14
126	40176	125	49	63	79
127	40176	37	63	999	366
127	40176	14	5	2	7
127	40176	0	1	1	1
128	40176	194	103	51	116
129	40176	53	45	23	40
129	40176	23	16	5	15
129	40176	10	9	3	7
130	40176	18	14	6	13
131	40176	22	11	5	13
131	40176	5	43	8	19
131	40176	11	7	2	7
132	40176	29	39	30	33
133	40176	191	54	15	87
133	40176	28	55	92	58
133	40176	95	93	72	87
134	40176	136	216	75	142
135	40176	40	45	165	83
135	40176	39	38	74	50
135	40176	46	32	20	33
143	40176	463	114	29	202
145	40176	473	254	256	328
157	40176	341	115	77	178
159	40176	16	5	1	7
159	40176	25	7	122	51
164	40176	0	0	0	0
165	40176	0	0	0	0
147A	40176	39	15	43	32
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
