Rm	Date	Read1	Read2	Read3	Mean
129	10/19/09	2057	2786	1789	2211
129	10/19/09	386	394	495	425
131	10/19/09	38	8	12	19
131	10/19/09	2	16	31	16
131	10/19/09	1	0	0	0
153	10/19/09	266	87	26	126
153	10/19/09	82	108	143	111
153	10/19/09	55	41	9	35
154	10/19/09	301	123	118	181
126	10/20/09	402	154	257	271
127	10/20/09	113	88	60	87
127	10/20/09	11	9	4	8
127	10/20/09	40	38	52	43
131	10/20/09	98	133	58	96
131	10/20/09	119	113	76	103
131	10/20/09	305	133	118	185
134	10/20/09	161	73	150	128
135	10/20/09	255	280	489	341
135	10/20/09	66	157	81	101
135	10/20/09	73	55	67	65
143	10/20/09	185	53	60	99
145	10/20/09	82	21	13	39
153	10/20/09	282	145	172	200
153	10/20/09	43	105	33	60
153	10/20/09	21	34	103	53
154	10/20/09	212	88	39	113
164	10/20/09	0	1	0	0
164	10/20/09	0	0	0	0
147A	10/20/09	701	315	165	394
147A	10/20/09	32	16	8	19
126	10/21/09	331	139	146	205
127	10/21/09	227	234	178	213
127	10/21/09	187	67	84	113
127	10/21/09	112	50	25	62
134	10/21/09	150	204	179	178
135	10/21/09	149	97	93	113
135	10/21/09	209	304	174	229
135	10/21/09	149	173	243	188
143	10/21/09	79	13	4	32
145	10/21/09	151	101	37	96
152	10/21/09	12	2	1	5
156	10/21/09	36	16	18	23
156	10/21/09	149	85	70	101
157	10/21/09	243	195	9	149
159	10/21/09	31	40	95	55
159	10/21/09	75	38	63	59
164	10/21/09	0	0	0	0
164	10/21/09	0	0	0	0
147A	10/21/09	136	73	39	83
147A	10/21/09	3	4	0	2
132	10/22/09	284	165	119	189
133	10/22/09	41	65	24	43
133	10/22/09	193	136	132	154
133	10/22/09	60	91	131	94
152	10/22/09	308	126	49	161
156	10/22/09	128	96	51	92
156	10/22/09	92	134	156	127
157	10/22/09	27	14	18	20
159	10/22/09	55	15	5	25
159	10/22/09	17	2	2	7
126	10/23/09	950	681	580	737
127	10/23/09	1120	465	398	661
127	10/23/09	681	571	352	535
127	10/23/09	78	47	40	55
128	10/23/09	401	239	186	275
129	10/23/09	403	296	239	313
129	10/23/09	372	458	300	377
129	10/23/09	234	296	240	257
132	10/23/09	96	45	24	55
133	10/23/09	2	2	21	8
133	10/23/09	42	34	19	32
133	10/23/09	30	21	98	50
132	10/26/09	60	31	12	34
133	10/26/09	47	35	77	53
133	10/26/09	439	336	55	277
133	10/26/09	155	58	31	81
152	10/26/09	71	30	15	39
156	10/26/09	80	26	16	41
156	10/26/09	8	1	1	3
164	10/26/09	0	0	0	0
164	10/26/09	0	0	0	0
147A	10/26/09	149	78	52	93
147A	10/26/09	29	17	6	17
128	10/27/09	177	112	122	137
129	10/27/09	473	581	511	522
129	10/27/09	127	207	279	204
129	10/27/09	891	1241	1095	1076
131	10/27/09	144	98	164	135
131	10/27/09	8	10	17	12
131	10/27/09	5	6	7	6
143	10/27/09	2	56	0	19
145	10/27/09	102	107	64	91
153	10/27/09	75	79	38	64
153	10/27/09	34	49	44	42
153	10/27/09	18	14	27	20
154	10/27/09	55	87	27	56
164	10/27/09	0	0	0	0
164	10/27/09	0	0	0	0
147A	10/27/09	5	4	2	4
147A	10/27/09	30	13	14	19
131	10/28/09	175	10	149	111
131	10/28/09	30	15	27	24
131	10/28/09	21	7	5	11
134	10/28/09	79	40	31	50
135	10/28/09	111	132	87	110
135	10/28/09	38	52	17	36
135	10/28/09	38	31	27	32
152	10/28/09	183	140	68	130
156	10/28/09	189	33	26	83
156	10/28/09	303	90	83	159
143	10/29/09	339	251	60	217
145	10/29/09	85	76	173	111
126	10/30/09	186	114	160	153
127	10/30/09	451	122	71	215
127	10/30/09	353	140	146	213
127	10/30/09	112	106	88	102
128	10/30/09	146	49	32	76
129	10/30/09	219	129	84	144
129	10/30/09	988	123	91	401
129	10/30/09	321	352	241	305
132	10/30/09	131	130	98	120
133	10/30/09	22	72	14	36
133	10/30/09	15	38	18	24
133	10/30/09	0	4	7	4
157	10/30/09	125	22	7	51
159	10/30/09	0	1	1	1
159	10/30/09	29	24	2	18
126	11/02/09	130	85	66	94
127	11/02/09	121	69	854	348
127	11/02/09	84	38	20	47
127	11/02/09	12	5	3	7
132	11/02/09	15	14	7	12
133	11/02/09	916	619	398	644
133	11/02/09	2603	2563	3188	2785
133	11/02/09	1701	1729	1577	1669
157	11/02/09	1	0	4	2
159	11/02/09	18	5	2	8
159	11/02/09	28	12	4	15
128	11/03/09	369	233	187	263
129	11/03/09	577	823	857	752
129	11/03/09	1008	938	1091	1012
129	11/03/09	1260	2665	2240	2055
130	11/03/09	166	77	29	91
131	11/03/09	12	16	38	22
131	11/03/09	22	20	18	20
131	11/03/09	0	0	0	0
153	11/03/09	52	49	74	58
153	11/03/09	22	7	7	12
153	11/03/09	17	28	19	21
154	11/03/09	132	72	149	118
164	11/03/09	0	0	0	0
164	11/03/09	0	0	0	0
165	11/03/09	0	1	122	41
147A	11/03/09	133	134	84	117
147A	11/03/09	167	59	35	87
131	11/04/09	333	125	223	227
131	11/04/09	19	11	7	12
131	11/04/09	27	16	35	26
152	11/04/09	144	95	49	96
156	11/04/09	26	11	7	15
156	11/04/09	14	55	76	48
164	11/04/09	0	0	0	0
164	11/04/09	0	0	0	0
147A	11/04/09	52	75	96	74
147A	11/04/09	63	83	10	52
132	11/05/09	48	47	42	46
133	11/05/09	9	7	9	8
133	11/05/09	14	24	8	15
133	11/05/09	48	67	86	67
134	11/05/09	455	197	140	264
135	11/05/09	495	527	225	416
135	11/05/09	201	592	212	335
135	11/05/09	186	133	312	210
143	11/05/09	34	13	8	18
145	11/05/09	245	217	73	178
152	11/05/09	220	67	38	108
156	11/05/09	47	2760	266	1024
156	11/05/09	49	26	5	27
164	11/05/09	0	0	0	0
164	11/05/09	0	0	0	0
147A	11/05/09	148	206	193	182
147A	11/05/09	116	137	93	115
128	11/06/09	323	265	231	273
129	11/06/09	281	390	553	408
129	11/06/09	623	534	426	528
129	11/06/09	770	526	485	594
134	11/06/09	217	131	61	136
135	11/06/09	62	62	96	73
135	11/06/09	16	13	9	13
135	11/06/09	14	16	137	56
143	11/06/09	118	24	9	50
145	11/06/09	25	19	13	19
153	11/06/09	48	26	6	27
153	11/06/09	91	189	95	125
153	11/06/09	21	30	108	53
154	11/06/09	403	182	112	232
157	11/06/09	190	113	13	105
159	11/06/09	73	0	0	24
159	11/06/09	15	7	176	66
165	11/06/09	0	0	0	0
128	11/09/09	46	35	12	31
129	11/09/09	87	31	28	49
129	11/09/09	87	50	23	53
129	11/09/09	12	23	17	17
157	11/09/09	13	15	7	12
159	11/09/09	6	1	3	3
159	11/09/09	16	7	3	9
132	11/10/09	37	49	39	42
133	11/10/09	182	59	35	92
133	11/10/09	61	131	60	84
133	11/10/09	60	42	37	46
143	11/10/09	307	87	15	136
145	11/10/09	243	130	112	162
157	11/10/09	45	20	12	26
159	11/10/09	36	17	8	20
159	11/10/09	39	9	44	31
126	11/11/09	272	218	146	212
127	11/11/09	25	9	1	12
127	11/11/09	189	65	55	103
127	11/11/09	38	9	8	18
143	11/11/09	936	287	60	428
145	11/11/09	456	263	157	292
152	11/11/09	171	66	53	97
156	11/11/09	17	40	41	33
156	11/11/09	18	1	3	7
126	11/12/09	292	127	74	164
127	11/12/09	89	75	61	75
127	11/12/09	2	2	0	1
127	11/12/09	3	8	3	5
132	11/12/09	138	157	136	144
133	11/12/09	37	675	1674	795
133	11/12/09	2311	2043	2029	2128
133	11/12/09	27	18	24	23
153	11/12/09	66	385	85	179
153	11/12/09	81	42	50	58
153	11/12/09	154	53	42	83
154	11/12/09	28	11	10	16
164	11/12/09	1	0	1	1
165	11/12/09	0	0	0	0
147A	11/12/09	16	9	1	9
128	11/13/09	188	126	83	132
129	11/13/09	484	578	374	479
129	11/13/09	488	278	126	297
129	11/13/09	287	560	303	383
134	11/13/09	309	109	111	176
135	11/13/09	9	15	14	13
135	11/13/09	14	7	8	10
135	11/13/09	6	15	12	11
152	11/13/09	221	151	130	167
156	11/13/09	33	23	14	23
156	11/13/09	10	2	44	19
164	11/13/09	0	0	0	0
147A	11/13/09	19	36	19	25
126	11/16/09	100	60	60	73
127	11/16/09	63	28	35	42
127	11/16/09	51	31	14	32
127	11/16/09	9	7	4	7
132	11/16/09	35	35	23	31
133	11/16/09	401	122	42	188
133	11/16/09	126	11	5	47
133	11/16/09	16	13	10	13
134	11/16/09	22	6	21	16
135	11/16/09	62	44	37	48
135	11/16/09	53	33	22	36
135	11/16/09	49	121	55	75
152	11/16/09	48	19	42	36
156	11/16/09	5	0	1	2
156	11/16/09	0	25	2	9
128	11/17/09	357	252	147	252
129	11/17/09	528	608	395	510
129	11/17/09	1119	1023	930	1024
129	11/17/09	524	813	1061	799
130	11/17/09	45	21	6	24
131	11/17/09	303	22	101	142
131	11/17/09	13	1	42	19
131	11/17/09	43	18	7	23
134	11/17/09	53	23	20	32
135	11/17/09	125	159	108	131
135	11/17/09	177	53	54	95
135	11/17/09	53	88	88	76
143	11/17/09	73	24	1	33
145	11/17/09	243	111	59	138
157	11/17/09	43	23	7	24
159	11/17/09	2	0	0	1
159	11/17/09	220	25	13	86
130	11/18/09	189	78	44	104
131	11/18/09	207	52	100	120
131	11/18/09	186	154	130	157
131	11/18/09	45	189	9	81
132	11/18/09	217	55	59	110
133	11/18/09	235	157	134	175
133	11/18/09	116	204	177	166
133	11/18/09	162	169	96	142
143	11/18/09	323	23	30	125
145	11/18/09	54	20	2	25
153	11/18/09	375	232	123	243
153	11/18/09	71	47	36	51
153	11/18/09	122	170	100	131
154	11/18/09	49	25	25	33
157	11/18/09	15	7	1	8
159	11/18/09	6	0	0	2
159	11/18/09	11	3	22	12
164	11/18/09	0	0	0	0
164	11/18/09	0	0	0	0
165	11/18/09	0	0	0	0
147A	11/18/09	198	78	123	133
147A	11/18/09	199	147	160	169
126	11/19/09	376	283	194	284
127	11/19/09	144	23	7	58
127	11/19/09	82	56	20	53
127	11/19/09	75	36	49	53
152	11/19/09	368	130	35	178
156	11/19/09	238	97	108	148
156	11/19/09	14	6	4	8
164	11/19/09	0	0	0	0
164	11/19/09	0	0	0	0
147A	11/19/09	23	12	10	15
147A	11/19/09	321	127	103	184
128	11/20/09	361	282	317	320
129	11/20/09	750	1481	887	1039
129	11/20/09	1714	1461	2314	1830
129	11/20/09	440	527	622	530
153	11/20/09	1180	1004	186	790
153	11/20/09	24	32	51	36
153	11/20/09	16	6	9	10
154	11/20/09	50	16	14	27
164	11/20/09	0	0	0	0
164	11/20/09	0	0	0	0
147A	11/20/09	65	44	84	64
147A	11/20/09	5	4	2	4
143	11/23/09	32	16	2	17
145	11/23/09	548	383	378	436
152	11/23/09	109	36	24	56
153	11/23/09	111	27	32	57
153	11/23/09	26	10	7	14
153	11/23/09	9	4	11	8
154	11/23/09	252	132	153	179
156	11/23/09	1	0	0	0
156	11/23/09	0	0	0	0
164	11/23/09	0	0	0	0
165	11/23/09	0	0	0	0
126	11/24/09	242	223	161	209
127	11/24/09	26	18	6	17
127	11/24/09	23	7	13	14
127	11/24/09	38	8	43	30
132	11/24/09	55	38	4	32
133	11/24/09	33	33	17	28
133	11/24/09	36	73	134	81
133	11/24/09	33	235	125	131
134	11/24/09	246	139	103	163
135	11/24/09	34	155	22	70
135	11/24/09	49	15	13	26
135	11/24/09	44	70	180	98
147A	11/24/09	184	102	115	134
128	11/25/09	205	62	25	97
129	11/25/09	15	16	16	16
129	11/25/09	7	5	4	5
129	11/25/09	13	3	3	6
130	11/25/09	53	44	24	40
131	11/25/09	107	19	8	45
131	11/25/09	45	9	2	19
131	11/25/09	419	31	386	279
143	11/25/09	6	0	0	2
145	11/25/09	80	282	709	357
157	11/25/09	24	14	16	18
159	11/25/09	0	2	10	4
159	11/25/09	11	1	0	4
126	11/30/09	73	24	26	41
127	11/30/09	31	10	21	21
127	11/30/09	54	20	8	27
127	11/30/09	26	9	2	12
131	11/30/09	6			6
131	11/30/09	42			42
131	11/30/09	26	22	5	18
131	11/30/09	10	7	10	9
131	11/30/09	6	9	2	6
132	11/30/09	1	0	0	0
133	11/30/09	4	1	7	4
133	11/30/09	31	12	5	16
133	11/30/09	2	5	4	4
135	11/30/09	44			44
157	11/30/09	24	10	1	12
159	11/30/09	7	0	0	2
159	11/30/09	9	14	4	9
132	12/01/09	217	137	64	139
133	12/01/09	12	12	19	14
133	12/01/09	43	49	24	39
133	12/01/09	54	26	31	37
141	12/01/09	5			5
141	12/01/09	6			6
141	12/01/09	0			0
152	12/01/09	186	1099	123	469
156	12/01/09	6			6
156	12/01/09	164	43	22	76
156	12/01/09	7	5	0	4
159	12/01/09	149			149
128	12/02/09	221	196	138	185
129	12/02/09	168	122	103	131
129	12/02/09	2295	1917	1450	1887
129	12/02/09	181	164	103	149
130	12/02/09	152	19	29	67
131	12/02/09	74	40	314	143
131	12/02/09	14	45	25	28
131	12/02/09	22	14	7	14
143	12/02/09	2	0	0	1
145	12/02/09	261	95	25	127
153	12/02/09	107	86	58	84
153	12/02/09	120	60	64	81
153	12/02/09	61	57	50	56
154	12/02/09	347	106	150	201
164	12/02/09	0	0	0	0
164	12/02/09	0	0	0	0
147A	12/02/09	18	13	35	22
147A	12/02/09	166	219	138	174
130	12/03/09	143	35	15	64
131	12/03/09	68	94	84	82
131	12/03/09	41	89	264	131
134	12/03/09	67	34	18	40
135	12/03/09	44	40	93	59
135	12/03/09	58	37	72	56
135	12/03/09	16	8	36	20
153	12/03/09	57	90	56	68
153	12/03/09	42	61	241	115
153	12/03/09	3	2	4	3
154	12/03/09	530	124	172	275
147A	12/03/09	34	61	82	59
128	12/04/09	125	169	173	156
129	12/04/09	842	409	286	512
129	12/04/09	1451	823	616	963
129	12/04/09	183	107	109	133
129	12/04/09	52			52
134	12/04/09	162	94	47	101
135	12/04/09	22	11	35	23
135	12/04/09	36	31	22	30
135	12/04/09	95	21	17	44
137	12/04/09	29			29
143	12/04/09	15	16	135	55
145	12/04/09	25	5	23	18
152	12/04/09	246	37	17	100
156	12/04/09	23	13	22	19
156	12/04/09	3	8	43	18
157	12/04/09	12	59	19	30
159	12/04/09	299	110	2	137
159	12/04/09	0	0	45	15
164	12/04/09	0	0	0	0
165	12/04/09	0	0	0	0
128	12/07/09	535	63	30	209
129	12/07/09	36	258	39	111
129	12/07/09	81	60	34	58
129	12/07/09	15	343	525	294
134	12/07/09	48	21	24	31
135	12/07/09	42	25	4	24
135	12/07/09	7	6	3	5
135	12/07/09	16	5	2	8
157	12/07/09	127	27	49	68
159	12/07/09	9	4	3	5
159	12/07/09	35	9	5	16
164	12/07/09	0	0	0	0
165	12/07/09	0	0	0	0
130	12/09/09	47	39	17	34
131	12/09/09	9	9	27	15
131	12/09/09	44	459	79	194
131	12/09/09	44	28	47	40
143	12/09/09	78	14	4	32
145	12/09/09	205	83	47	112
152	12/09/09	104	67	149	107
156	12/09/09	37	75	32	48
156	12/09/09	16	77	44	46
159	12/09/09	5			5
126	12/10/09	234	119	272	208
127	12/10/09	87	9	43	46
127	12/10/09	36	17	21	25
127	12/10/09	4	4	5	4
128	12/10/09	216	113	93	141
129	12/10/09	472	297	190	320
129	12/10/09	131	116	66	104
129	12/10/09	177	227	91	165
132	12/10/09	222	82	122	142
133	12/10/09	152	46	20	73
133	12/10/09	34	15	15	21
133	12/10/09	35	15	24	25
153	12/10/09	60	268	81	136
153	12/10/09	46	28	34	36
153	12/10/09	161	75	49	95
154	12/10/09	16	14	9	13
130	12/11/09	69	14	10	31
131	12/11/09	25	27	49	34
131	12/11/09	6	2	3	4
131	12/11/09	4	10	3	6
134	12/11/09	68	38	64	57
135	12/11/09	16	22	5	14
135	12/11/09	36	17	93	49
135	12/11/09	22	16	2	13
143	12/11/09	4687	6242	2588	4506
145	12/11/09	86	65	41	64
152	12/11/09	152	50	23	75
156	12/11/09	6	0	0	2
156	12/11/09	1	2	0	1
164	12/11/09	0	0	0	0
164	12/11/09	0	0	0	0
165	12/11/09	1	0	0	0
165	12/11/09	0	0	0	0
147A	12/11/09	16	10	1	9
147A	12/11/09	387	224	117	243
130	12/14/09	159	75	72	102
131	12/14/09	281	194	109	195
131	12/14/09	134	62	47	81
131	12/14/09	251	245	129	208
134	12/14/09	302	183	128	204
135	12/14/09	28	3	59	30
135	12/14/09	40	18	28	29
135	12/14/09	21	20	7	16
152	12/14/09	489	128	65	227
156	12/14/09	12	12	50	25
156	12/14/09	424	259	228	304
147A	12/14/09	93	113	92	99
147A	12/14/09	152	92	29	91
128	12/15/09	185	130	69	128
129	12/15/09	222	125	107	151
129	12/15/09	101	48	20	56
129	12/15/09	96	10	12	39
134	12/15/09	128	49	32	70
135	12/15/09	48	243	218	170
135	12/15/09	32	37	22	30
135	12/15/09	127	42	29	66
143	12/15/09	119	35	43	66
145	12/15/09	280	158	38	159
157	12/15/09	110	11	1	41
159	12/15/09	1	2	2	2
159	12/15/09	5	2	0	2
132	12/16/09	39	81	51	57
133	12/16/09	16	55	11	27
133	12/16/09	610	571	373	518
133	12/16/09	149	49	19	72
153	12/16/09	55	18	8	27
153	12/16/09	42	11	6	20
153	12/16/09	25	28	33	29
154	12/16/09	224	181	45	150
157	12/16/09	33	16	88	46
159	12/16/09	173	15	4	64
159	12/16/09	1	0	0	0
165	12/16/09	0	0	1	0
165	12/16/09	0	0	0	0
147A	12/16/09	61	26	15	34
147A	12/16/09	28	27	32	29
143	12/17/09	5	0	0	2
145	12/17/09	29	10	4	14
128	12/18/09	454	359	193	335
129	12/18/09	906	804	791	834
129	12/18/09	4767	5362	3221	4450
129	12/18/09	2741	2811	2907	2820
132	12/18/09	343	165	133	214
133	12/18/09	71	59	300	143
133	12/18/09	300	168	104	191
133	12/18/09	36	79	71	62
153	12/18/09	99	84	32	72
153	12/18/09	12	16	22	17
153	12/18/09	17	64	34	38
154	12/18/09	144	66	44	85
164	12/18/09	279	52	49	127
165	12/18/09	0	0	0	0
132	12/21/09	20	72	17	36
133	12/21/09	64	93	52	70
133	12/21/09	96	21	3	40
133	12/21/09	14	190	111	105
143	12/21/09	75	118	144	112
145	12/21/09	147	33	26	69
126	12/22/09	400	311	196	302
127	12/22/09	7	1	2	3
127	12/22/09	1	2	0	1
127	12/22/09	31	19	17	22
130	12/22/09	83	48	17	49
131	12/22/09	22	13	16	17
131	12/22/09	172	498	492	387
131	12/22/09	171	28	24	74
134	12/22/09	30	24	22	25
135	12/22/09	18	11	11	13
135	12/22/09	28	33	17	26
135	12/22/09	20	20	12	17
143	12/22/09	1143	107	21	424
145	12/22/09	113	89	176	126
164	12/22/09	0	0	0	0
165	12/22/09	0	0	0	0
128	12/23/09	98	135	65	99
129	12/23/09	40	224	70	111
129	12/23/09	149	110	369	209
129	12/23/09	88	186	272	182
157	12/23/09	95	122	48	88
159	12/23/09	29	144	10	61
159	12/23/09	30	1	10	14
126	12/29/09	125	49	63	79
127	12/29/09	37	63	999	366
127	12/29/09	14	5	2	7
127	12/29/09	0	1	1	1
128	12/29/09	194	103	51	116
129	12/29/09	53	45	23	40
129	12/29/09	23	16	5	15
129	12/29/09	10	9	3	7
130	12/29/09	18	14	6	13
131	12/29/09	22	11	5	13
131	12/29/09	5	43	8	19
131	12/29/09	11	7	2	7
132	12/29/09	29	39	30	33
133	12/29/09	191	54	15	87
133	12/29/09	28	55	92	58
133	12/29/09	95	93	72	87
134	12/29/09	136	216	75	142
135	12/29/09	40	45	165	83
135	12/29/09	39	38	74	50
135	12/29/09	46	32	20	33
143	12/29/09	463	114	29	202
145	12/29/09	473	254	256	328
157	12/29/09	341	115	77	178
159	12/29/09	16	5	1	7
159	12/29/09	25	7	122	51
164	12/29/09	0	0	0	0
165	12/29/09	0	0	0	0
147A	12/29/09	39	15	43	32
